,name,team,position,median_fpts,high_fpts,low_fpts
889,Jake Funk,LAR,flex,47.3,47.3,47.3
890,O.J. Howard,TB,flex,47.2,67.9,21.1
891,Wayne Gallman,SF,flex,47.2,111.0,15.2
892,Dan Arnold,CAR,flex,47.0,71.8,34.7
893,Chuba Hubbard,CAR,flex,46.9,76.0,29.5
894,Rhamondre Stevenson,NE,flex,46.6,87.6,19.9
895,Deonte Harris,NO,flex,46.6,51.1,39.3
896,Mark Ingram II,HOU,flex,46.4,72.8,35.8
897,Mohamed Sanu,SF,flex,45.7,75.7,10.5
898,Larry Rountree III,LAC,flex,45.3,45.3,45.3
899,Tyron Johnson,LAC,flex,45.2,82.5,25.9
900,Bryan Edwards,LV,flex,44.9,48.2,39.0
901,DeeJay Dallas,SEA,flex,44.7,91.5,25.4
902,Kenneth Gainwell,PHI,flex,44.2,95.9,25.8
903,Kyle Juszczyk,SF,flex,43.0,82.0,20.9
904,Adam Humphries,WAS,flex,42.1,53.9,34.7
905,Brian Hill,TEN,flex,41.2,90.9,13.9
906,Richie James Jr.,SF,flex,41.2,81.9,20.7
907,Byron Pringle,KC,flex,40.7,51.6,29.3
908,David Njoku,CLE,flex,40.6,46.8,30.3
909,Dyami Brown,WAS,flex,40.6,52.2,22.1
910,Quintez Cephus,DET,flex,40.2,58.3,27.5
911,Trayveon Williams,CIN,flex,39.8,94.8,9.0
912,Travis Fulgham,PHI,flex,39.5,50.4,17.7
913,Jacob Hollister,BUF,flex,39.2,69.2,20.3
914,Jimmy Graham,CHI,flex,39.1,46.8,29.0
915,Javian Hawkins,ATL,flex,39.0,39.0,39.0
916,Tyler Conklin,MIN,flex,38.7,43.5,31.3
917,Damiere Byrd,CHI,flex,37.8,83.6,5.9
918,Samaje Perine,CIN,flex,37.7,45.5,25.8
919,Mike Boone,DEN,flex,37.5,53.3,23.6
920,Peyton Barber,WAS,flex,37.0,47.2,28.0
921,Benny Snell Jr.,PIT,flex,37.0,53.4,19.1
922,Scotty Miller,TB,flex,36.4,54.5,22.7
923,Dalton Schultz,DAL,flex,36.2,48.9,13.0
924,Tutu Atwell,LAR,flex,35.9,47.6,24.5
925,Isaiah McKenzie,BUF,flex,35.5,44.6,21.0
926,Maxx Williams,ARI,flex,35.3,41.7,30.6
927,Isaiah Coulter,HOU,flex,35.0,73.0,1.2
928,Auden Tate,CIN,flex,34.3,40.8,31.0
929,Nick Boyle,BAL,flex,34.2,46.3,24.7
930,Matt Breida,BUF,flex,32.7,78.5,18.7
931,Carlos Hyde,JAC,flex,32.4,60.4,11.2
932,Brandon Bolden,NE,flex,32.3,48.7,16.0
933,Geoff Swaim,TEN,flex,32.2,40.8,17.8
934,Kyle Rudolph,NYG,flex,31.8,47.1,16.4
935,Amari Rodgers,GB,flex,31.6,34.4,27.9
936,Cameron Brate,TB,flex,31.0,46.2,14.2
937,Drew Sample,CIN,flex,30.5,51.1,22.6
938,James O'Shaughnessy,JAC,flex,30.0,42.9,18.5
939,Johnny Stanton,CLE,flex,29.0,29.0,29.0
940,Darren Fells,DET,flex,28.3,46.0,18.8
941,Harrison Bryant,CLE,flex,28.0,55.6,14.4
942,Foster Moreau,LV,flex,27.9,37.7,19.6
943,Jermar Jefferson,DET,flex,27.9,28.1,28.1
944,Jalen Richard,LV,flex,27.6,40.2,16.7
945,Greg Ward,PHI,flex,27.4,50.9,6.7
946,N'Keal Harry,NE,flex,27.3,36.5,16.8
947,Devin Duvernay,BAL,flex,26.7,47.4,15.1
948,Elijah Mitchell,SF,flex,26.5,33.5,19.4
949,Dez Fitzpatrick,TEN,flex,25.8,33.5,18.3
950,Albert Okwuegbunam,DEN,flex,25.6,36.9,11.1
951,Adam Shaheen,MIA,flex,25.5,34.3,23.7
952,Ryan Izzo,HOU,flex,25.3,53.7,1.3
953,Tyler Kroft,NYJ,flex,25.1,45.5,1.9
954,Pat Freiermuth,PIT,flex,24.8,57.3,6.7
955,Hunter Long,MIA,flex,24.1,38.8,11.3
956,Raymond Calais,LAR,flex,23.7,26.8,20.5
957,Phillip Dorsett II,JAC,flex,23.6,31.3,15.7
958,Ian Thomas,CAR,flex,23.5,45.2,9.3
959,Donovan Peoples-Jones,CLE,flex,23.4,31.5,12.8
960,Pharaoh Brown,HOU,flex,23.4,26.7,19.3
961,Collin Johnson,JAC,flex,23.2,25.9,18.5
962,La'Mical Perine,NYJ,flex,23.1,33.6,13.0
963,Marquise Goodwin,CHI,flex,22.8,28.3,12.5
964,David Moore,CAR,flex,22.7,44.2,2.3
965,Willie Snead IV,LV,flex,21.9,27.0,16.8
966,Jaylen Samuels,PIT,flex,21.8,25.3,18.0
967,Chris Manhertz,JAC,flex,21.7,35.1,4.4
968,Freddie Swain,SEA,flex,21.6,24.9,19.1
969,Jacob Harris,LAR,flex,21.2,24.8,17.7
970,Noah Gray,KC,flex,20.4,36.2,6.3
971,Matt Sokol,LAC,flex,20.0,20.0,20.0
972,Reggie Gilliam,BUF,flex,19.7,19.7,19.7
973,Marcedes Lewis,GB,flex,19.5,37.9,6.9
974,Darrell Daniels,ARI,flex,19.5,22.5,18.0
975,Brevin Jordan,HOU,flex,19.5,30.8,10.1
976,Dede Westbrook,MIN,flex,19.1,21.9,16.3
977,Kyle Markway,LAR,flex,19.0,19.0,19.0
978,Anthony McFarland Jr.,PIT,flex,18.6,29.1,9.9
979,Nick Vannett,NO,flex,18.5,20.9,15.8
980,Lynn Bowden Jr.,MIA,flex,18.3,22.8,13.9
981,Kahale Warring,HOU,flex,18.3,29.6,5.8
982,KeeSean Johnson,ARI,flex,18.2,31.5,11.3
983,Jerick McKinnon,KC,flex,18.2,21.2,16.3
984,Thaddeus Moss,CIN,flex,18.1,18.1,18.1
985,Andy Isabella,ARI,flex,17.9,17.6,17.6
986,Kerryon Johnson,PHI,flex,17.9,44.7,1.5
987,Ryan Griffin,NYJ,flex,17.6,44.0,2.7
988,Christian Blake,ATL,flex,17.5,24.0,12.9
989,Ray-Ray McCloud,PIT,flex,17.4,22.3,12.7
990,Anthony Schwartz,CLE,flex,17.3,17.3,17.3
991,Hunter Bryant,DET,flex,17.2,21.9,12.4
992,Ross Dwelley,SF,flex,17.1,23.7,11.1
993,Devin Asiasi,NE,flex,17.1,48.5,1.1
994,Jace Sternberger,GB,flex,17.1,26.7,7.4
995,Brycen Hopkins,LAR,flex,16.9,23.6,8.2
996,Chris Evans,CIN,flex,16.5,25.1,8.2
997,Durham Smythe,MIA,flex,16.4,32.0,1.1
998,Miles Boykin,BAL,flex,16.4,29.5,6.6
999,Chris Moore,HOU,flex,16.3,16.1,16.1
1000,Jalen Hurd,SF,flex,16.2,23.9,8.8
1001,Eno Benjamin,ARI,flex,16.2,26.2,3.6
1002,Javon Wims,CHI,flex,16.2,20.1,11.6
1003,Austin Fort,DEN,flex,16.2,16.2,16.2
1004,Derek Carrier,LV,flex,16.1,39.5,3.0
1005,Luke Farrell,JAC,flex,16.0,26.2,7.8
1006,Justice Hill,BAL,flex,16.0,24.9,1.4
1007,Stephen Carlson,CLE,flex,15.5,39.8,1.2
1008,Demetric Felton,CLE,flex,15.4,22.7,8.1
1009,John Bates,WAS,flex,15.3,21.6,11.0
1010,Kylin Hill,GB,flex,15.0,15.8,14.4
1011,Josh Adams,NYJ,flex,15.0,26.1,3.8
1012,Tyler Johnson,TB,flex,14.7,19.6,11.1
1013,Jamal Agnew,JAC,flex,14.7,16.7,11.8
1014,Jeff Smith,NYJ,flex,14.4,14.2,14.2
1015,Cedrick Wilson,DAL,flex,14.3,27.5,1.3
1016,Dontrell Hilliard,HOU,flex,14.1,26.9,1.8
1017,Chris Hogan,NO,flex,14.0,19.4,8.7
1018,Tony Brooks-James,PIT,flex,13.8,19.5,8.1
1019,Blake Bell,KC,flex,13.8,20.3,1.4
1020,Lamar Miller,WAS,flex,13.8,26.4,1.5
1021,Cameron Batson,TEN,flex,13.4,15.8,11.0
1022,Travis Homer,SEA,flex,13.4,25.2,3.7
1023,Chad Beebe,MIN,flex,13.4,23.6,3.1
1024,JaMycal Hasty,SF,flex,13.3,26.1,5.7
1025,Andre Roberts,HOU,flex,13.1,25.5,1.0
1026,Cam Sims,WAS,flex,13.0,28.6,3.0
1027,Jordan Howard,PHI,flex,12.9,24.8,1.4
1028,Jeremy McNichols,TEN,flex,12.8,24.2,1.5
1029,Mike Thomas,CIN,flex,12.7,22.5,3.0
1030,Noah Brown,DAL,flex,12.5,24.2,1.3
1031,Trey Edmunds,PIT,flex,12.3,12.3,12.3
1032,Ty Montgomery,NO,flex,11.9,21.2,1.5
1033,Frank Darby,ATL,flex,11.9,11.9,11.9
1034,Alex Erickson,HOU,flex,11.8,12.4,10.6
1035,Jordan Thomas,IND,flex,11.8,16.0,7.6
1036,Kalif Raymond,DET,flex,11.7,19.8,6.4
1037,Ke'Shawn Vaughn,TB,flex,11.5,15.4,7.2
1038,D'Ernest Johnson,CLE,flex,11.5,22.7,1.5
1039,Jordan Wilkins,IND,flex,11.5,24.0,4.8
1040,Kawaan Baker,NO,flex,11.0,11.0,11.0
1041,Penny Hart,SEA,flex,10.9,15.6,6.2
1042,Royce Freeman,DEN,flex,10.8,15.0,6.8
1043,Tre' McKitty,LAC,flex,10.6,20.0,5.5
1044,Tommy Sweeney,BUF,flex,10.6,23.1,1.6
1045,Gary Brightwell,NYG,flex,10.4,11.0,10.0
1046,DaeSean Hamilton,DEN,flex,10.4,10.4,10.4
1047,Ameer Abdullah,MIN,flex,10.3,14.2,3.5
1048,J.P. Holtz,CHI,flex,10.3,19.8,1.3
1049,Caleb Wilson,PHI,flex,10.3,15.7,4.9
1050,Devonta Freeman,NO,flex,10.2,10.1,10.1
1051,Steven Sims Jr.,WAS,flex,10.0,9.9,9.9
1052,Tommy Tremble,CAR,flex,9.9,24.7,3.3
1053,Noah Togiai,IND,flex,9.9,17.4,1.2
1054,Alec Ingold,LV,flex,9.8,12.2,7.5
1055,Patrick Ricard,BAL,flex,9.8,21.9,3.6
1056,Evan Baylis,KC,flex,9.8,19.5,0.0
1057,C.J. Ham,MIN,flex,9.7,11.9,7.4
1058,Nick Westbrook-Ikhine,TEN,flex,9.6,23.9,1.7
1059,Antonio Gandy-Golden,WAS,flex,9.5,11.2,7.5
1060,Daniel Brown,NYJ,flex,9.4,17.9,1.3
1061,Richard Rodgers,PHI,flex,9.4,20.0,2.0
1062,Kene Nwangwu,MIN,flex,9.3,11.2,7.5
1063,John Ross,NYG,flex,9.2,14.3,1.2
1064,Gerrid Doaks,MIA,flex,9.1,9.1,9.1
1065,Jeremy Sprinkle,DAL,flex,9.0,19.4,1.3
1066,Charlie Woerner,SF,flex,9.0,20.6,1.2
1067,Stephen Anderson,LAC,flex,9.0,22.5,1.4
1068,Johnny Mundt,LAR,flex,8.6,10.7,6.4
1069,Antony Auclair,HOU,flex,8.5,16.1,1.3
1070,Zach Gentry,PIT,flex,8.4,16.9,1.4
1071,Juwan Johnson,NO,flex,8.3,18.6,2.9
1072,Colby Parkinson,SEA,flex,8.2,9.5,7.0
1073,Tajae Sharpe,ATL,flex,8.0,9.4,6.6
1074,Jesse James,CHI,flex,8.0,15.8,2.4
1075,Reggie Bonnafon,CAR,flex,7.9,12.3,3.4
1076,Shi Smith,CAR,flex,7.8,7.8,7.8
1077,Lil'Jordan Humphrey,NO,flex,7.5,7.3,7.3
1078,Albert Wilson,MIA,flex,7.4,10.3,4.9
1079,Alex Armah,NO,flex,7.3,7.3,7.0
1080,Diontae Spencer,DEN,flex,7.2,7.2,6.9
1081,Rico Dowdle,DAL,flex,7.0,13.0,1.4
1082,Andrew Beck,DEN,flex,7.0,6.8,6.8
1083,Josiah Deguara,GB,flex,6.9,12.6,1.4
1084,Khalil Herbert,CHI,flex,6.8,6.8,6.8
1085,Ihmir Smith-Marsette,MIN,flex,6.8,8.1,5.6
1086,Cornell Powell,KC,flex,6.8,6.8,6.8
1087,Victor Bolden Jr.,DET,flex,6.6,7.3,5.7
1088,Isaiah Hodgins,BUF,flex,6.6,6.6,6.6
1089,Josh Oliver,BAL,flex,6.6,7.9,5.3
1090,Buddy Howell,HOU,flex,6.5,6.4,6.4
1091,Jaelon Darden,TB,flex,6.5,6.5,6.5
1092,J.J. Nelson,IND,flex,6.5,6.4,6.4
1093,Kylen Granson,IND,flex,6.3,7.7,5.0
1094,Ross Travis,ARI,flex,6.3,6.3,6.3
1095,Marcus Johnson,TEN,flex,6.3,6.0,6.0
1096,Greg Dortch,ARI,flex,6.3,6.1,6.1
1097,Ben Ellefson,JAC,flex,6.2,6.2,6.2
1098,Riley Ridley,CHI,flex,6.0,5.9,5.9
1099,Jakeem Grant Sr.,MIA,flex,5.9,7.0,4.5
1100,Nick Keizer,KC,flex,5.8,7.1,4.4
1101,Nick Bellore,SEA,flex,5.8,5.8,5.8
1102,Gabe Nabers,LAC,flex,5.8,6.3,4.7
1103,Chester Rogers,TEN,flex,5.7,5.4,5.4
1104,Gunner Olszewski,NE,flex,5.7,7.0,4.5
1105,Zay Jones,LV,flex,5.5,6.0,5.1
1106,Tylan Wallace,BAL,flex,5.5,5.5,5.5
1107,Keith Smith,ATL,flex,5.5,5.7,4.6
1108,Dazz Newsome,CHI,flex,5.5,5.5,5.5
1109,Trent Taylor,CIN,flex,5.4,5.5,5.4
1110,Mason Schreck,CIN,flex,5.2,6.1,4.5
1111,Antonio Williams,BUF,flex,5.2,6.2,4.5
1112,Alize Mack,DET,flex,5.1,5.1,5.1
1113,Kalen Ballage,PIT,flex,5.1,9.0,2.1
1114,Quez Watkins,PHI,flex,4.8,8.8,1.2
1115,Andy Janovich,CLE,flex,4.8,5.7,4.4
1116,Darwin Thompson,KC,flex,4.8,6.2,3.5
1117,Trenton Cannon,CAR,flex,4.4,8.0,1.3
1118,Alex Collins,SEA,flex,4.4,7.8,1.5
1119,Derek Watt,PIT,flex,4.3,6.1,2.3
1120,Ben Mason,BAL,flex,4.1,4.1,4.1
1121,Dwayne Washington,NO,flex,4.0,7.1,1.5
1122,Marcus Kemp,KC,flex,3.9,6.9,1.4
1123,Michael Burton,KC,flex,3.9,5.0,3.3
1124,Dominique Dafney,GB,flex,3.9,6.4,1.4
1125,J.J. Taylor,NE,flex,3.8,6.8,1.4
1126,Devin Funchess,GB,flex,3.8,6.8,1.2
1127,Lee Smith,ATL,flex,3.6,6.4,1.2
1128,Garrett Griffin,NO,flex,3.5,6.2,1.4
1129,Temarrick Hemingway,WAS,flex,3.5,6.1,1.4
1130,Isaac Whitney,ARI,flex,3.4,3.2,3.2
1131,Simi Fehoko,DAL,flex,3.4,3.4,3.4
1132,Justin Watson,TB,flex,3.3,3.3,3.3
1133,Terry Godwin,JAC,flex,3.3,3.0,3.0
1134,J.J. Arcega-Whiteside,PHI,flex,3.2,3.1,3.1
1135,Brandon Powell,BUF,flex,3.2,3.1,3.1
1136,Trevon Wesco,NYJ,flex,3.1,5.4,1.3
1137,Cethan Carter,MIA,flex,3.1,5.5,1.2
1138,Corey Clement,NYG,flex,3.1,3.4,2.7
1139,Eric Saubert,DEN,flex,3.1,5.4,1.1
1140,Kaden Smith,NYG,flex,3.0,5.3,1.2
1141,Dexter Williams,GB,flex,3.0,3.7,2.4
1142,Zach Davidson,MIN,flex,3.0,3.0,3.0
1143,Devine Ozigbo,JAC,flex,2.9,4.6,1.9
1144,K.J. Hill Jr.,LAC,flex,2.9,4.9,1.4
1145,Braxton Berrios,NYJ,flex,2.9,4.2,1.9
1146,Ricky Seals-Jones,WAS,flex,2.9,2.6,2.6
1147,Racey McMath,TEN,flex,2.8,2.8,2.8
1148,Elijhaa Penny,NYG,flex,2.8,4.8,1.2
1149,Jaeden Graham,ATL,flex,2.8,3.1,2.5
1150,Allen Hurns,MIA,flex,2.8,2.5,2.5
1151,Travis Benjamin,SF,flex,2.7,2.4,2.4
1152,Equanimeous St. Brown,GB,flex,2.7,2.4,2.4
1153,Mike Strachan,IND,flex,2.7,2.7,2.7
1154,Dezmon Patmon,IND,flex,2.7,2.7,2.7
1155,Khari Blasingame,TEN,flex,2.7,4.5,1.4
1156,Seth Williams,DEN,flex,2.7,2.7,2.7
1157,Tanner Hudson,TB,flex,2.5,3.6,1.4
1158,Malik Taylor,GB,flex,2.4,1.9,1.9
1159,Deon Yelder,WAS,flex,2.4,2.1,2.1
1160,Malcolm Perry,MIA,flex,2.3,2.7,2.7
1161,Jakob Johnson,NE,flex,2.2,4.0,0.7
1162,Troy Fumagalli,NE,flex,2.2,1.9,1.9
1163,Brandon Dillon,MIN,flex,2.0,3.0,1.3
1164,Kendall Hinton,DEN,flex,1.9,2.5,2.5
1165,Trent Sherfield,SF,flex,1.8,2.9,1.2
1166,Dare Ogunbowale,JAC,flex,1.8,2.5,2.5
1167,Isaiah Ford,MIA,flex,1.8,2.1,2.1
1168,Jonathan Williams,WAS,flex,1.7,2.3,2.3
1169,Brandon Zylstra,CAR,flex,1.7,2.6,1.0
1170,Eric Tomlinson,BAL,flex,1.6,2.6,1.1
1171,Joe Reed,LAC,flex,1.4,2.1,2.1
1172,Codey McElroy,TB,flex,1.4,1.4,1.4
1173,Matt Cole,NYJ,flex,1.4,1.9,1.9
1174,Isaac Nauta,GB,flex,1.4,1.3,1.3
1175,DeMichael Harris,IND,flex,1.3,1.8,1.8
1176,Trey Quinn,LV,flex,1.2,1.7,1.7
1177,Patrick Laird,MIA,flex,1.2,1.7,1.7
1178,Taiwan Jones,BUF,flex,1.2,1.6,1.6
1179,Antonio Callaway,KC,flex,1.2,1.6,1.6
1180,Damion Ratley,DET,flex,1.2,1.5,1.5
1181,Kevin Rader,PIT,flex,1.1,1.4,1.4
1182,Elijah McGuire,KC,flex,1.1,1.6,1.6
1183,C.J. Prosise,TB,flex,1.1,1.6,1.6
1184,Malik Turner,DAL,flex,1.1,1.4,1.4
1185,Kelvin Harmon,WAS,flex,1.1,1.4,1.4
1186,DeAndre Carter,WAS,flex,1.0,1.3,1.3
1187,Vyncint Smith,NYJ,flex,1.0,1.4,1.4
1188,Ryan Nall,CHI,flex,1.0,1.4,1.4
1189,Adrian Killins Jr.,PHI,flex,1.0,1.4,1.4
1190,Jason Huntley,PHI,flex,1.0,1.4,1.4
1191,Artavis Pierce,CHI,flex,1.0,1.4,1.4
1192,Austin Walter,NYJ,flex,1.0,1.4,1.4
1193,LeVante Bellamy,DEN,flex,1.0,1.4,1.4
1194,John Hightower,PHI,flex,1.0,1.3,1.3
1195,Nathan Cottrell,JAC,flex,1.0,1.4,1.4
1196,Gehrig Dieter,KC,flex,1.0,1.4,1.4
1197,Damarea Crockett,DEN,flex,1.0,1.4,1.4
1198,Tyrone Swoopes,WAS,flex,1.0,1.4,1.4
1199,Jason Cabinda,DET,flex,1.0,1.4,1.4
1200,Scottie Phillips,HOU,flex,1.0,1.4,1.4
1201,Isaiah Wright,WAS,flex,1.0,1.3,1.3
1202,Jason Moore,LAC,flex,1.0,1.4,1.4
1203,Nsimba Webster,SF,flex,1.0,1.3,1.3
1204,Darrius Shepherd,KC,flex,0.9,1.3,1.3
1205,Sean McKeon,DAL,flex,0.9,1.4,1.4
1206,Jake Lampman,NO,flex,0.9,1.3,1.3
1207,Josh Malone,NYJ,flex,0.9,1.3,1.3
1208,Jeff Badet,ATL,flex,0.9,1.3,1.3
1209,Chris Rowland,ATL,flex,0.9,1.3,1.3
1210,Keelan Doss,LV,flex,0.9,1.2,1.2
1211,Chad Hansen,DET,flex,0.9,1.2,1.2
1212,Jordan Scarlett,MIA,flex,0.9,1.4,1.4
1213,Trenton Irwin,CIN,flex,0.9,1.2,1.2
1214,Tanner Gentry,BUF,flex,0.9,1.3,1.3
1215,Marcell Ateman,LV,flex,0.9,1.2,1.2
1216,Lawrence Cager,NYJ,flex,0.9,1.2,1.2
1217,Taquan Mizzell,NYG,flex,0.9,1.2,1.2
1218,Cyril Grayson Jr.,TB,flex,0.9,1.3,1.3
1219,John Ursua,SEA,flex,0.9,1.3,1.3
1220,Stanley Morgan Jr.,CIN,flex,0.9,1.2,1.2
1221,Darvin Kidsy,SEA,flex,0.9,1.3,1.3
1222,Marvin Hall,NE,flex,0.9,1.2,1.2
1223,Cullen Gillaspia,NYG,flex,0.9,1.2,1.2
1224,Chad Williams,KC,flex,0.9,1.3,1.3
1225,KhaDarel Hodge,CLE,flex,0.9,1.2,1.2
1226,Robert Foster,MIA,flex,0.9,1.2,1.2
1227,Dan Chisena,MIN,flex,0.9,1.2,1.2
1228,K.J. Osborn,MIN,flex,0.9,1.2,1.2
1229,Alfred Morris,NYG,flex,0.9,1.2,1.2
1230,Jordan Franks,CLE,flex,0.9,1.3,1.3
1231,Derrick Willies,CLE,flex,0.9,1.2,1.2
1232,Alexander Hollins,CLE,flex,0.9,1.2,1.2
1233,Jason Croom,PHI,flex,0.9,1.3,1.3
1234,River Cracraft,SF,flex,0.8,1.2,1.2
1235,Hakeem Butler,PHI,flex,0.8,1.2,1.2
1236,Tim Tebow,JAC,flex,0.8,2.1,2.1
1237,Dante Pettis,NYG,flex,0.8,1.1,1.1
1238,MyCole Pruitt,SF,flex,0.8,1.3,1.3
1239,Ja'Marcus Bradley,CLE,flex,0.8,1.2,1.2
1240,Laquon Treadwell,JAC,flex,0.8,1.2,1.2
1241,JoJo Natson,CLE,flex,0.8,1.2,1.2
1242,Ashton Dulin,IND,flex,0.8,1.2,1.2
1243,Jesper Horsted,CHI,flex,0.8,1.2,1.2
1244,Kevin White,SF,flex,0.8,1.1,1.1
1245,Mack Hollins,MIA,flex,0.8,1.2,1.2
1246,Fred Brown,TEN,flex,0.8,1.2,1.2
1247,Tyrie Cleveland,DEN,flex,0.8,1.1,1.1
1248,Cody Hollister,TEN,flex,0.8,1.2,1.2
1249,Jordan Matthews,SF,flex,0.8,1.1,1.1
1250,Justin Hardy,CHI,flex,0.8,1.1,1.1
1251,Keith Kirkwood,CAR,flex,0.8,1.1,1.1
1252,Luke Stocker,TEN,flex,0.7,1.1,1.1
1253,Cole Hikutini,NYG,flex,0.7,1.1,1.1
1254,Ryan Switzer,CLE,flex,0.7,1.0,1.0
1255,Matt LaCosse,NE,flex,0.7,1.1,1.1
1256,Colin Thompson,CAR,flex,0.7,1.1,1.1
1257,Tony Jones Jr.,NO,flex,0.1,0.4,0.4
1258,Harrison Butker,KC,k,139.8,154.8,132.2
1259,Justin Tucker,BAL,k,133.9,149.3,131.4
1260,Tyler Bass,BUF,k,132.8,147.4,122.3
1261,Greg Zuerlein,DAL,k,131.4,158.0,120.5
1262,Jason Sanders,MIA,k,127.5,140.0,125.0
1263,Jason Myers,SEA,k,126.9,143.5,122.0
1264,Younghoe Koo,ATL,k,125.4,139.5,116.9
1265,Mason Crosby,GB,k,124.9,149.9,114.9
1266,Ryan Succop,TB,k,124.8,143.0,119.7
1267,Robbie Gould,SF,k,124.8,140.0,119.4
1268,Rodrigo Blankenship,IND,k,124.4,138.5,119.2
1269,Wil Lutz,NO,k,123.3,134.9,119.5
1270,Cody Parkey,CLE,k,122.8,135.9,120.0
1271,Daniel Carlson,LV,k,122.3,134.5,117.3
1272,Michael Badgley,LAC,k,122.0,132.0,115.2
1273,Graham Gano,NYG,k,121.7,141.0,116.0
1274,Matt Prater,ARI,k,121.2,134.2,118.0
1275,Matt Gay,LAR,k,120.8,136.0,110.0
1276,Ka'imi Fairbairn,HOU,k,120.7,138.8,115.4
1277,Cairo Santos,CHI,k,118.3,134.0,114.1
1278,Tucker McCann,TEN,k,118.2,122.0,114.5
1279,Nick Folk,NE,k,118.1,131.3,116.0
1280,Greg Joseph,MIN,k,117.8,131.2,115.0
1281,Brandon McManus,DEN,k,116.5,125.9,115.0
1282,Evan McPherson,CIN,k,115.9,119.8,112.0
1283,Chris Boswell,PIT,k,113.7,119.9,114.0
1284,Joey Slye,CAR,k,112.5,123.3,111.4
1285,Dustin Hopkins,WAS,k,112.5,118.0,115.0
1286,Randy Bullock,DET,k,110.3,124.0,104.0
1287,Josh Lambo,JAC,k,109.6,123.8,102.0
1288,Sam Ficken,TEN,k,108.9,118.3,112.6
1289,Austin Seibert,CIN,k,103.9,113.4,113.4
1290,Jake Elliott,PHI,k,99.8,114.0,84.0
1291,Chris Naggar,NYJ,k,95.0,95.0,95.0
1292,Chase McLaughlin,CLE,k,0.0,0.0,0.0
1293,Tampa Bay Buccaneers,,dst,117.0,130.9,110.6
1294,Los Angeles Rams,,dst,115.0,134.6,95.4
1295,Pittsburgh Steelers,,dst,114.9,133.1,95.5
1296,Washington Football Team,,dst,112.1,133.7,101.8
1297,Indianapolis Colts,,dst,110.8,122.0,99.2
1298,Philadelphia Eagles,,dst,107.7,137.9,93.8
1299,Baltimore Ravens,,dst,107.7,118.0,98.2
1300,Arizona Cardinals,,dst,105.3,123.5,91.0
1301,Seattle Seahawks,,dst,105.2,109.8,100.6
1302,New Orleans Saints,,dst,105.0,125.8,93.9
1303,New England Patriots,,dst,104.8,114.9,91.9
1304,Green Bay Packers,,dst,104.8,124.0,94.0
1305,Dallas Cowboys,,dst,104.8,133.6,95.0
1306,Carolina Panthers,,dst,104.7,127.6,91.0
1307,San Francisco 49ers,,dst,104.4,123.6,99.7
1308,Kansas City Chiefs,,dst,104.4,120.3,98.1
1309,Miami Dolphins,,dst,104.1,126.4,83.0
1310,Cleveland Browns,,dst,104.1,117.3,98.5
1311,Buffalo Bills,,dst,103.9,116.1,98.8
1312,Denver Broncos,,dst,101.0,119.2,93.3
1313,New York Giants,,dst,100.9,120.6,87.0
1314,Los Angeles Chargers,,dst,98.3,108.0,86.4
1315,Atlanta Falcons,,dst,97.5,107.1,90.0
1316,Minnesota Vikings,,dst,95.7,108.4,88.1
1317,Chicago Bears,,dst,95.4,108.7,86.0
1318,Tennessee Titans,,dst,93.7,102.5,78.0
1319,New York Jets,,dst,89.6,101.9,59.0
1320,Jacksonville Jaguars,,dst,89.5,94.2,81.0
1321,Las Vegas Raiders,,dst,89.0,93.9,79.0
1322,Detroit Lions,,dst,84.3,94.5,67.0
1323,Houston Texans,,dst,84.0,92.5,66.0
1324,Cincinnati Bengals,,dst,83.1,94.7,62.0
